2-14;[3,10,11];[2,3,12,11,10,9,14];180.0;[3.0,11.0,10.0];34;19;[2.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00021982192993164062
10-12;[3,1,5];[10,9,14,6,5,4,3,2,1,2,3,12];201.0;[5.0,3.0,1.0];71;40;[0.0,7.0,8.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0003304481506347656
7-12;[1,5,10];[7,8,9,10,9,14,6,5,4,3,2,1,2,3,12];266.0;[10.0,5.0,1.0];66;48;[0.0,6.0,10.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002949237823486328
7-11;[4,12,2];[7,6,5,4,3,2,3,12,11];187.0;[4.0,2.0,12.0];37;18;[2.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00026106834411621094
9-12;[11,7,3];[9,8,7,6,13,11,12,3,12];195.0;[7.0,11.0,3.0];51;34;[1.0,6.0,3.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00030612945556640625
1-6;[9,7,12];[1,2,3,12,13,14,9,8,7,6];215.0;[12.0,9.0,7.0];66;43;[0.0,7.0,8.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0003516674041748047
0-14;[2,10,13];[0,1,2,3,12,13,14,9,10,9,14];241.0;[2.0,13.0,10.0];44;25;[1.0,7.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002460479736328125
9-11;[2,5,1];[9,14,6,5,4,3,2,1,0,11];202.0;[5.0,2.0,1.0];57;29;[1.0,6.0,3.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0001919269561767578
4-10;[11,12,13];[4,5,6,13,12,11,10];201.0;[13.0,12.0,11.0];65;35;[0.0,7.0,11.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002753734588623047
3-14;[5,8,2];[3,2,3,4,5,6,14,9,8,9,14];194.0;[2.0,5.0,8.0];60;43;[0.0,8.0,6.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00020599365234375
2-6;[8,0,5];[2,1,0,1,2,3,4,5,6,14,9,8,9,14,6];272.0;[0.0,5.0,8.0];68;49;[0.0,6.0,9.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00016951560974121094
10-13;[6,8,9];[10,9,8,9,14,6,13];122.0;[8.0,9.0,6.0];54;41;[0.0,7.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00019311904907226562
4-11;[6,14,2];[4,5,6,14,6,5,4,3,2,3,12,11];214.0;[6.0,14.0,2.0];51;33;[0.0,9.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00026297569274902344
4-8;[1,13,10];[4,3,2,1,2,3,12,13,14,9,10,9,8];277.0;[1.0,13.0,10.0];41;27;[1.0,6.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00023674964904785156
0-5;[3,11,8];[0,11,12,3,4,5,6,14,9,8,9,14,6,5];277.0;[11.0,3.0,8.0];52;27;[1.0,6.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.000263214111328125
0-6;[2,9,13];[0,1,2,3,12,13,14,9,14,6];204.0;[2.0,13.0,9.0];39;21;[2.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];7.224082946777344e-05
1-13;[4,14,8];[1,2,3,4,5,6,14,9,8,9,14,13];226.0;[4.0,14.0,8.0];35;15;[2.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002925395965576172
1-5;[11,6,14];[1,0,11,13,14,6,5];178.0;[11.0,14.0,6.0];37;18;[2.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00011897087097167969
12-14;[7,8,4];[12,3,4,5,6,7,8,9,14];179.0;[4.0,7.0,8.0];61;39;[0.0,8.0,7.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00020503997802734375
5-10;[12,7,3];[5,4,3,12,13,6,7,8,9,10];236.0;[3.0,12.0,7.0];54;38;[0.0,8.0,9.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00025463104248046875
5-11;[9,1,4];[5,6,14,9,14,6,5,4,3,2,1,0,11];255.0;[9.0,4.0,1.0];50;43;[0.0,7.0,13.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002541542053222656
11-14;[7,1,5];[11,0,1,2,3,4,5,6,7,6,14];259.0;[1.0,5.0,7.0];61;45;[0.0,7.0,9.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00020456314086914062
8-13;[12,10,11];[8,9,10,11,12,13];189.0;[10.0,11.0,12.0];60;35;[1.0,5.0,4.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.000141143798828125
1-8;[4,2,9];[1,2,3,4,5,6,14,9,8];151.0;[2.0,4.0,9.0];45;27;[1.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00026726722717285156
2-8;[11,4,13];[2,3,12,11,13,6,5,4,5,6,14,9,8];238.0;[11.0,13.0,4.0];53;31;[0.0,9.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];9.512901306152344e-05
1-10;[0,3,12];[1,0,1,2,3,12,11,10];202.0;[0.0,3.0,12.0];41;38;[0.0,8.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00016236305236816406
1-7;[5,14,12];[1,2,3,12,3,4,5,6,14,6,7];196.0;[12.0,5.0,14.0];58;40;[0.0,8.0,7.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002334117889404297
2-10;[11,13,0];[2,1,0,11,13,14,9,10];200.0;[0.0,11.0,13.0];57;41;[0.0,7.0,11.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00018024444580078125
1-9;[11,10,7];[1,0,11,10,9,8,7,8,9];244.0;[11.0,10.0,7.0];38;14;[2.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00017499923706054688
0-8;[10,4,2];[0,1,2,3,4,5,6,14,9,10,9,8];234.0;[2.0,4.0,10.0];64;48;[0.0,6.0,10.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0004372596740722656
2-7;[8,14,0];[2,1,0,11,13,14,9,8,7];211.0;[0.0,14.0,8.0];69;48;[0.0,6.0,9.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0005750656127929688
3-8;[13,11,0];[3,2,1,0,11,13,14,9,8];207.0;[0.0,11.0,13.0];45;40;[0.0,7.0,14.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0001842975616455078
2-9;[4,13,12];[2,3,12,13,6,5,4,5,6,14,9];194.0;[12.0,13.0,4.0];51;25;[1.0,6.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0003216266632080078
0-7;[12,10,11];[0,1,2,3,12,11,10,9,8,7];238.0;[12.0,11.0,10.0];45;28;[1.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002090930938720703
3-10;[9,13,7];[3,12,13,6,7,8,9,10];182.0;[13.0,7.0,9.0];54;33;[1.0,5.0,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002086162567138672
