5-10;[12,7,3];[5,4,3,12,13,6,7,8,9,10];236.0;[3.0,12.0,7.0];24;31;[0.0,11.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0008413791656494141
5-11;[9,1,4];[5,6,14,9,14,6,5,4,3,2,1,0,11];255.0;[9.0,4.0,1.0];26;36;[0.0,9.0,14.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002117156982421875
11-14;[7,1,5];[11,0,1,2,3,4,5,6,7,6,14];259.0;[1.0,5.0,7.0];19;26;[1.0,8.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00036454200744628906
8-13;[12,10,11];[8,9,10,11,12,13];189.0;[10.0,11.0,12.0];13;17;[2.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.000270843505859375
1-8;[4,2,9];[1,2,3,4,5,6,14,9,8];151.0;[2.0,4.0,9.0];8;14;[2.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002384185791015625
2-8;[11,4,13];[2,3,12,11,13,6,5,4,5,6,14,9,8];238.0;[11.0,13.0,4.0];30;29;[0.0,11.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00021529197692871094
1-10;[0,3,12];[1,0,1,2,3,12,11,10];202.0;[0.0,3.0,12.0];26;40;[0.0,8.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00027942657470703125
1-7;[5,14,12];[1,2,3,12,3,4,5,6,14,6,7];196.0;[12.0,5.0,14.0];11;12;[2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0001621246337890625
2-10;[11,13,0];[2,1,0,11,13,14,9,10];200.0;[0.0,11.0,13.0];12;16;[2.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.0002791881561279297
1-9;[11,10,7];[1,0,11,10,9,8,7,8,9];244.0;[11.0,10.0,7.0];21;15;[2.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0];0.00029754638671875
